Date,GOOG_Adjusted_Close,GOOG_Cumulative_Return,GOOG_Value,CELG_Adjusted_Close,CELG_Cumulative_Return,CELG_Value,NVDA_Adjusted_Close,NVDA_Cumulative_Return,NVDA_Value,FB_Adjusted_Close,FB_Cumulative_Return,FB_Value,SPY_Adjusted_Close,SPY_Cumulative_Return,SPY_Value,Portfolio_Cumulative_Return,Portfolio_Value
2016-10-06,776.86,1.00000000,0.00000,104.03,1.00000000,0.80000,67.34,1.00000000,0.20000,128.74,1.00000000,0.00000,215.78,1.00000000,1.00000,1.00000000,1.00000000
2016-10-07,775.08,0.99770877,0.00000,104.07,1.00038451,0.79448,66.85,0.99272352,0.19710,128.99,1.00194190,0.00000,215.04,0.99657056,0.99657,0.99770877,0.99770877
2016-10-10,785.94,1.01168810,0.00000,104.27,1.00230701,0.79899,67.10,0.99643603,0.19858,130.24,1.01165139,0.00000,216.16,1.00176108,1.00176,1.01168810,1.01168810
2016-10-11,783.07,1.00799375,0.00000,101.64,0.97702586,0.76758,66.13,0.98203149,0.19288,128.88,1.00108746,0.00000,213.43,0.98910925,0.98911,1.00799375,1.00799375
2016-10-12,786.14,1.01194556,0.00000,100.10,0.96222243,0.75938,66.43,0.98648654,0.19463,129.05,1.00240793,0.00000,213.71,0.99040693,0.99041,1.01194556,1.01194556
2016-10-13,778.19,1.00171204,0.00000,100.63,0.96731711,0.75099,65.35,0.97044850,0.18835,127.82,0.99285377,0.00000,213.01,0.98716283,0.98716,1.00171204,1.00171204
2016-10-14,778.53,1.00214974,0.00000,98.50,0.94684227,0.74229,65.99,0.97995250,0.19206,127.88,0.99331981,0.00000,213.12,0.98767261,0.98767,1.00214974,1.00214974
2016-10-17,779.96,1.00399047,0.00000,99.64,0.95780064,0.74656,65.61,0.97430954,0.18986,127.54,0.99067885,0.00000,212.38,0.98424324,0.98424,1.00399047,1.00399047
2016-10-18,795.26,1.02368512,0.00000,100.06,0.96183792,0.76113,66.61,0.98915955,0.19569,128.57,0.99867952,0.00000,213.71,0.99040693,0.99041,1.02368512,1.02368512
2016-10-19,801.56,1.03179468,0.00000,100.02,0.96145341,0.75923,66.47,0.98708056,0.19487,130.11,1.01064156,0.00000,214.28,0.99304848,0.99305,1.03179468,1.03179468
2016-10-20,796.97,1.02588624,0.00000,100.02,0.96145341,0.77362,67.73,1.00579161,0.20232,130.00,1.00978712,0.00000,213.88,0.99119476,0.99119,1.02588624,1.02588624
2016-10-21,799.37,1.02897563,0.00000,98.91,0.95078347,0.76289,67.54,1.00297007,0.20119,132.07,1.02586610,0.00000,213.98,0.99165816,0.99166,1.02897563,1.02897563
2016-10-24,813.11,1.04666221,0.00000,98.07,0.94270884,0.79191,70.71,1.05004459,0.22052,133.28,1.03526482,0.00000,214.89,0.99587543,0.99588,1.04666221,1.04666221
2016-10-25,807.67,1.03965965,0.00000,97.63,0.93847927,0.80129,71.87,1.06727067,0.22781,132.29,1.02757486,0.00000,214.17,0.99253869,0.99254,1.03965965,1.03965965
2016-10-26,799.07,1.02858948,0.00000,98.41,0.94597717,0.81095,72.16,1.07157718,0.22966,131.04,1.01786537,0.00000,213.74,0.99054596,0.99055,1.02858948,1.02858948
2016-10-27,795.35,1.02380093,0.00000,104.72,1.00663273,0.84525,70.68,1.04959911,0.22033,129.69,1.00737919,0.00000,213.17,0.98790434,0.98790,1.02380093,1.02380093
2016-10-28,795.37,1.02382670,0.00000,103.90,0.99875039,0.83721,70.56,1.04781707,0.21958,131.29,1.01980727,0.00000,212.54,0.98498468,0.98498,1.02382670,1.02382670
2016-10-31,784.54,1.00988594,0.00000,102.18,0.98221668,0.83035,71.16,1.05672717,0.22333,130.99,1.01747708,0.00000,212.55,0.98503107,0.98503,1.00988594,1.00988594
2016-11-01,783.61,1.00868882,0.00000,104.09,1.00057673,0.82079,69.05,1.02539363,0.21029,129.50,1.00590333,0.00000,211.01,0.97789413,0.97789,1.00868882,1.00868882
2016-11-02,768.70,0.98949621,0.00000,102.85,0.98865712,0.80760,68.76,1.02108711,0.20852,127.17,0.98780482,0.00000,209.74,0.97200856,0.97201,0.98949621,0.98949621
2016-11-03,762.13,0.98103908,0.00000,102.35,0.98385081,0.79433,67.96,1.00920705,0.20370,120.00,0.93211119,0.00000,208.78,0.96755955,0.96756,0.98103908,0.98103908
2016-11-04,762.02,0.98089750,0.00000,103.44,0.99432859,0.79818,67.57,1.00341555,0.20137,120.75,0.93793689,0.00000,208.55,0.96649367,0.96649,0.98089750,0.98089750
2016-11-07,782.52,1.00728578,0.00000,107.49,1.03325963,0.87485,71.27,1.05836057,0.22403,122.15,0.94881153,0.00000,213.15,0.98781164,0.98781,1.00728578,1.00728578
2016-11-08,790.51,1.01757077,0.00000,108.45,1.04248773,0.88130,71.16,1.05672717,0.22333,124.22,0.96489045,0.00000,214.11,0.99226064,0.99226,1.01757077,1.01757077
2016-11-09,785.31,1.01087714,0.00000,120.07,1.15418630,0.95927,69.96,1.03890708,0.21587,123.18,0.95681214,0.00000,216.38,1.00278064,1.00278,1.01087714,1.01087714
2016-11-10,762.56,0.98159258,0.00000,121.06,1.16370277,0.93691,67.77,1.00638551,0.20256,120.80,0.93832529,0.00000,216.92,1.00528316,1.00528,0.98159258,0.98159258
2016-11-11,754.02,0.97059964,0.00000,119.45,1.14822646,1.19999,87.97,1.30635590,0.34131,119.02,0.92449892,0.00000,216.42,1.00296598,1.00297,0.97059964,0.97059964
2016-11-14,736.08,0.94750667,0.00000,120.68,1.16005000,1.15268,83.64,1.24205530,0.30854,115.08,0.89389465,0.00000,216.59,1.00375381,1.00375,0.94750667,0.94750667
2016-11-15,758.49,0.97635353,0.00000,120.91,1.16226094,1.19008,86.19,1.27992289,0.32764,117.20,0.91036191,0.00000,218.28,1.01158587,1.01159,0.97635353,0.97635353
2016-11-16,764.48,0.98406405,0.00000,119.69,1.15053354,1.25243,91.63,1.36070689,0.37030,116.34,0.90368177,0.00000,217.87,1.00968577,1.00969,0.98406405,0.98406405
2016-11-17,771.23,0.99275287,0.00000,122.08,1.17350767,1.28804,92.39,1.37199294,0.37647,117.79,0.91494482,0.00000,218.99,1.01487629,1.01488,0.99275287,0.99275287
2016-11-18,760.54,0.97899234,0.00000,121.97,1.17245028,1.30039,93.36,1.38639747,0.38442,117.02,0.90896374,0.00000,218.50,1.01260544,1.01261,0.97899234,0.97899234
2016-11-21,769.20,0.99013983,0.00000,124.16,1.19350192,1.31835,92.98,1.38075451,0.38130,121.77,0.94585981,0.00000,220.15,1.02025209,1.02025,0.99013983,0.99013983
2016-11-22,768.27,0.98894271,0.00000,120.97,1.16283767,1.29373,93.65,1.39070399,0.38681,121.47,0.94352956,0.00000,220.58,1.02224489,1.02224,0.98894271,0.98894271
2016-11-23,760.99,0.97957161,0.00000,120.85,1.16168413,1.29686,93.97,1.39545599,0.38946,120.84,0.93863594,0.00000,220.70,1.02280099,1.02280,0.97957161,0.97957161
2016-11-25,761.68,0.98045981,0.00000,121.06,1.16370277,1.30174,94.16,1.39827753,0.39104,120.38,0.93506286,0.00000,221.52,1.02660119,1.02660,0.98045981,0.98045981
2016-11-28,768.24,0.98890406,0.00000,120.30,1.15639724,1.29288,94.11,1.39753498,0.39062,120.41,0.93529593,0.00000,220.48,1.02178143,1.02178,0.98890406,0.98890406
2016-11-29,770.84,0.99225091,0.00000,122.13,1.17398826,1.30056,93.25,1.38476396,0.38351,120.87,0.93886902,0.00000,220.91,1.02377424,1.02377,0.99225091,0.99225091
2016-11-30,758.04,0.97577426,0.00000,118.51,1.13919065,1.24780,92.20,1.36917140,0.37493,118.42,0.91983838,0.00000,220.38,1.02131804,1.02132,0.97577426,0.97577426
2016-12-01,747.92,0.96274747,0.00000,118.87,1.14265120,1.18969,87.64,1.30145536,0.33876,115.10,0.89404997,0.00000,219.57,1.01756423,1.01756,0.96274747,0.96274747
2016-12-02,750.50,0.96606855,0.00000,117.63,1.13073151,1.18816,88.45,1.31348384,0.34505,115.40,0.89638027,0.00000,219.68,1.01807394,1.01807,0.96606855,0.96606855
2016-12-05,762.52,0.98154112,0.00000,116.56,1.12044601,1.22301,91.88,1.36441940,0.37233,117.43,0.91214848,0.00000,221.00,1.02419131,1.02419,0.98154112,0.98154112
2016-12-06,759.11,0.97715161,0.00000,117.39,1.12842450,1.25196,93.39,1.38684295,0.38467,117.31,0.91121635,0.00000,221.70,1.02743534,1.02744,0.97715161,0.97715161
2016-12-07,771.19,0.99270141,0.00000,112.66,1.08295689,1.22313,95.07,1.41179098,0.39863,117.95,0.91618760,0.00000,224.60,1.04087500,1.04088,0.99270141,0.99270141
2016-12-08,776.42,0.99943361,0.00000,113.06,1.08680187,1.20694,93.48,1.38817951,0.38541,118.91,0.92364454,0.00000,225.15,1.04342384,1.04342,0.99943361,0.99943361
2016-12-09,789.29,1.01600030,0.00000,113.47,1.09074308,1.18981,91.82,1.36352843,0.37184,119.68,0.92962556,0.00000,226.51,1.04972655,1.04973,1.01600030,1.01600030
2016-12-12,789.27,1.01597461,0.00000,113.22,1.08833993,1.15835,89.59,1.33041285,0.35400,117.77,0.91478943,0.00000,226.25,1.04852165,1.04852,1.01597461,1.01597461
2016-12-13,796.10,1.02476636,0.00000,115.09,1.10631546,1.19825,91.17,1.35387590,0.36660,120.31,0.93451913,0.00000,227.76,1.05551949,1.05552,1.02476636,1.02476636
2016-12-14,797.07,1.02601501,0.00000,115.83,1.11342885,1.27580,96.45,1.43228396,0.41029,120.21,0.93374238,0.00000,225.88,1.04680696,1.04681,1.02601501,1.02601501
2016-12-15,797.85,1.02701901,0.00000,117.18,1.12640586,1.32091,98.71,1.46584503,0.42974,120.57,0.93653872,0.00000,226.81,1.05111687,1.05112,1.02701901,1.02701901
2016-12-16,790.80,1.01794403,0.00000,116.62,1.12102282,1.33724,100.41,1.49109013,0.44467,119.87,0.93110143,0.00000,225.04,1.04291405,1.04291,1.01794403,1.01794403
2016-12-19,794.20,1.02232066,0.00000,115.73,1.11246760,1.34316,101.63,1.50920705,0.45554,119.24,0.92620780,0.00000,225.53,1.04518491,1.04518,1.02232066,1.02232066
2016-12-20,796.42,1.02517828,0.00000,118.52,1.13928673,1.42345,105.17,1.56177612,0.48783,119.09,0.92504265,0.00000,226.40,1.04921677,1.04922,1.02517828,1.02517828
2016-12-21,794.56,1.02278404,0.00000,115.85,1.11362107,1.40011,105.83,1.57157718,0.49397,119.04,0.92465431,0.00000,225.77,1.04629718,1.04630,1.02278404,1.02278404
2016-12-22,791.26,1.01853619,0.00000,117.87,1.13303859,1.44176,107.11,1.59058519,0.50599,117.40,0.91191546,0.00000,225.38,1.04448979,1.04449,1.01853619,1.01853619
2016-12-23,789.91,1.01679838,0.00000,118.93,1.14322793,1.49098,109.78,1.63023470,0.53153,117.27,0.91090564,0.00000,225.71,1.04601913,1.04602,1.01679838,1.01679838
2016-12-27,791.55,1.01890946,0.00000,117.92,1.13351917,1.57986,117.32,1.74220383,0.60705,118.01,0.91665370,0.00000,226.27,1.04861436,1.04861,1.01890946,1.01890946
2016-12-28,785.05,1.01054244,0.00000,117.29,1.12746325,1.46332,109.25,1.62236421,0.52641,116.92,0.90818699,0.00000,224.40,1.03994807,1.03995,1.01054244,1.01054244
2016-12-29,782.79,1.00763328,0.00000,116.93,1.12400271,1.48794,111.43,1.65473725,0.54763,116.35,0.90375946,0.00000,224.35,1.03971641,1.03972,1.00763328,1.00763328
2016-12-30,771.82,0.99351237,0.00000,115.75,1.11265982,1.41093,106.74,1.58509064,0.50250,115.05,0.89366163,0.00000,223.53,1.03591621,1.03592,0.99351237,0.99351237
2017-01-03,786.14,1.01194556,0.00000,118.75,1.14149766,1.38336,102.01,1.51485013,0.45895,116.86,0.90772095,0.00000,225.24,1.04384098,1.04384,1.01194556,1.01194556
2017-01-04,786.90,1.01292387,0.00000,118.55,1.13957517,1.41325,104.39,1.55019313,0.48062,118.69,0.92193566,0.00000,226.58,1.05005099,1.05005,1.01292387,1.01292387
2017-01-05,794.02,1.02208897,0.00000,118.76,1.14159380,1.37981,101.74,1.51084056,0.45653,120.67,0.93731547,0.00000,226.40,1.04921677,1.04922,1.02208897,1.02208897
2017-01-06,806.15,1.03770311,0.00000,119.64,1.15005288,1.40862,103.10,1.53103659,0.46881,123.41,0.95859871,0.00000,227.21,1.05297066,1.05297,1.03770311,1.03770311
2017-01-09,806.65,1.03834673,0.00000,120.21,1.15553206,1.47271,107.28,1.59310966,0.50760,124.90,0.97017241,0.00000,226.46,1.04949489,1.04949,1.03834673,1.03834673
2017-01-10,804.79,1.03595242,0.00000,119.98,1.15332120,1.45880,106.47,1.58108119,0.49996,124.35,0.96590021,0.00000,226.46,1.04949489,1.04949,1.03595242,1.03595242
2017-01-11,807.91,1.03996858,0.00000,117.24,1.12698259,1.40794,105.16,1.56162770,0.48774,126.09,0.97941581,0.00000,227.10,1.05246087,1.05246,1.03996858,1.03996858
2017-01-12,806.36,1.03797338,0.00000,117.08,1.12544461,1.38302,103.44,1.53608566,0.47191,126.62,0.98353268,0.00000,226.53,1.04981926,1.04982,1.03797338,1.03797338
2017-01-13,807.88,1.03993000,0.00000,117.48,1.12928967,1.38761,103.43,1.53593712,0.47182,128.34,0.99689289,0.00000,227.05,1.05222914,1.05223,1.03993000,1.03993000
2017-01-17,804.61,1.03572072,0.00000,114.95,1.10496970,1.32728,101.11,1.50148509,0.45089,127.87,0.99324217,0.00000,226.25,1.04852165,1.04852,1.03572072,1.03572072
2017-01-18,806.07,1.03760011,0.00000,115.22,1.10756515,1.35460,102.95,1.52880907,0.46745,127.92,0.99363052,0.00000,226.75,1.05083882,1.05084,1.03760011,1.03760011
2017-01-19,802.18,1.03259276,0.00000,113.62,1.09218499,1.36447,105.16,1.56162770,0.48774,127.55,0.99075655,0.00000,225.91,1.04694599,1.04695,1.03259276,1.03259276
2017-01-20,805.02,1.03624853,0.00000,112.66,1.08295689,1.33814,104.01,1.54455016,0.47713,127.04,0.98679506,0.00000,226.74,1.05079251,1.05079,1.03624853,1.03624853
2017-01-23,819.31,1.05464307,0.00000,112.31,1.07959241,1.34784,105.09,1.56058809,0.48709,128.93,1.00147574,0.00000,226.15,1.04805819,1.04806,1.05464307,1.05464307
2017-01-24,823.87,1.06051285,0.00000,112.45,1.08093817,1.37828,107.33,1.59385221,0.50807,129.37,1.00489350,0.00000,227.60,1.05477805,1.05478,1.06051285,1.06051285
2017-01-25,835.67,1.07570218,0.00000,113.98,1.09564553,1.40303,107.79,1.60068320,0.51244,131.48,1.02128313,0.00000,229.57,1.06390772,1.06391,1.07570218,1.07570218
2017-01-26,832.15,1.07117118,0.00000,111.53,1.07209459,1.39656,109.65,1.62830424,0.53027,132.78,1.03138102,0.00000,229.33,1.06279545,1.06280,1.07117118,1.07117118
2017-01-27,823.31,1.05979200,0.00000,113.62,1.09218499,1.45023,111.77,1.65978620,0.55098,132.18,1.02672042,0.00000,228.97,1.06112709,1.06113,1.05979200,1.05979200
2017-01-30,802.32,1.03277299,0.00000,113.18,1.08795541,1.42200,110.02,1.63379867,0.53386,130.98,1.01739933,0.00000,227.55,1.05454632,1.05455,1.03277299,1.03277299
2017-01-31,796.79,1.02565455,0.00000,116.15,1.11650488,1.44817,109.18,1.62132471,0.52574,130.32,1.01227281,0.00000,227.53,1.05445361,1.05445,1.02565455,1.02565455
2017-02-01,795.70,1.02425151,0.00000,117.41,1.12861679,1.52784,113.95,1.69215924,0.57268,133.23,1.03487642,0.00000,227.62,1.05487068,1.05487,1.02425151,1.02425151
2017-02-02,798.53,1.02789440,0.00000,115.54,1.11064118,1.52251,115.39,1.71354330,0.58725,130.84,1.01631187,0.00000,227.77,1.05556588,1.05557,1.02789440,1.02789440
2017-02-03,801.49,1.03170456,0.00000,115.64,1.11160243,1.51049,114.38,1.69854475,0.57701,130.98,1.01739933,0.00000,229.34,1.06284177,1.06284,1.03170456,1.03170456
2017-02-06,801.34,1.03151152,0.00000,116.09,1.11592808,1.55521,117.31,1.74205530,0.60695,132.06,1.02578835,0.00000,228.93,1.06094167,1.06094,1.03151152,1.03151152
2017-02-07,806.97,1.03875857,0.00000,116.26,1.11756228,1.58165,119.13,1.76908232,0.62593,131.84,1.02407947,0.00000,228.94,1.06098806,1.06099,1.03875857,1.03875857
2017-02-08,808.38,1.04057362,0.00000,115.35,1.10881476,1.56242,118.61,1.76136037,0.62048,134.20,1.04241099,0.00000,229.24,1.06237838,1.06238,1.04057362,1.04057362
2017-02-09,809.56,1.04209254,0.00000,116.74,1.12217629,1.55152,116.38,1.72824478,0.59737,134.14,1.04194496,0.00000,230.60,1.06868110,1.06868,1.04209254,1.04209254
2017-02-10,813.67,1.04738305,0.00000,115.61,1.11131406,1.50006,113.62,1.68725882,0.56937,134.19,1.04233336,0.00000,231.51,1.07289830,1.07290,1.04738305,1.04738305
2017-02-13,819.24,1.05455295,0.00000,116.42,1.11910026,1.44090,108.38,1.60944466,0.51806,134.05,1.04124590,0.00000,232.77,1.07873763,1.07874,1.05455295,1.05455295
2017-02-14,820.45,1.05611053,0.00000,117.02,1.12486781,1.45368,108.78,1.61538469,0.52189,133.85,1.03969241,0.00000,233.70,1.08304754,1.08305,1.05611053,1.05611053
2017-02-15,818.98,1.05421826,0.00000,120.47,1.15803136,1.49956,109.00,1.61865171,0.52401,133.44,1.03650766,0.00000,234.92,1.08870145,1.08870,1.05421826,1.05421826
2017-02-16,824.16,1.06088612,0.00000,118.66,1.14063256,1.45332,107.25,1.59266418,0.50732,133.84,1.03961465,0.00000,234.72,1.08777460,1.08777,1.06088612,1.06088612
2017-02-17,828.07,1.06591924,0.00000,121.16,1.16466409,1.48366,107.23,1.59236723,0.50713,133.53,1.03720672,0.00000,235.09,1.08948928,1.08949,1.06591924,1.06591924
2017-02-21,831.66,1.07054037,0.00000,119.44,1.14813038,1.51497,111.07,1.64939123,0.54410,133.72,1.03868258,0.00000,236.49,1.09597742,1.09598,1.07054037,1.07054037
2017-02-22,830.76,1.06938190,0.00000,119.27,1.14649618,1.50859,110.76,1.64478777,0.54107,136.12,1.05732476,0.00000,236.28,1.09500417,1.09500,1.06938190,1.06938190
2017-02-23,831.33,1.07011564,0.00000,119.46,1.14832260,1.37089,100.49,1.49227804,0.44538,135.36,1.05142143,0.00000,236.44,1.09574568,1.09575,1.07011564,1.07011564
2017-02-24,828.64,1.06665298,0.00000,118.23,1.13649913,1.36987,101.46,1.50668258,0.45402,135.44,1.05204285,0.00000,236.74,1.09713600,1.09714,1.06665298,1.06665298
2017-02-27,829.28,1.06747682,0.00000,121.78,1.17062386,1.45203,104.41,1.55049019,0.48080,136.41,1.05957743,0.00000,237.11,1.09885069,1.09885,1.06747682,1.06747682
2017-02-28,823.21,1.05966331,0.00000,123.51,1.18725371,1.43133,101.48,1.50697964,0.45420,135.54,1.05281954,0.00000,236.47,1.09588471,1.09588,1.05966331,1.05966331
2017-03-01,835.24,1.07514868,0.00000,123.70,1.18908006,1.45204,102.79,1.52643312,0.46600,137.42,1.06742265,0.00000,239.78,1.11122440,1.11122,1.07514868,1.07514868
2017-03-02,830.63,1.06921456,0.00000,122.24,1.17504565,1.38200,99.00,1.47015155,0.43227,136.76,1.06229601,0.00000,238.27,1.10422655,1.10423,1.06921456,1.06921456
2017-03-03,829.08,1.06721936,0.00000,123.66,1.18869562,1.39000,98.43,1.46168705,0.42731,137.17,1.06548075,0.00000,238.42,1.10492168,1.10492,1.06721936,1.06721936
2017-03-06,827.78,1.06554597,0.00000,123.52,1.18734978,1.37771,97.67,1.45040100,0.42073,137.42,1.06742265,0.00000,237.71,1.10163133,1.10163,1.06554597,1.06554597
2017-03-07,831.91,1.07086217,0.00000,122.08,1.17350767,1.37656,98.74,1.46629051,0.43000,137.30,1.06649058,0.00000,237.00,1.09834091,1.09834,1.07086217,1.07086217
2017-03-08,835.37,1.07531603,0.00000,123.04,1.18273577,1.38486,98.56,1.46361751,0.42844,137.72,1.06975295,0.00000,236.56,1.09630178,1.09630,1.07531603,1.07531603
2017-03-09,838.68,1.07957677,0.00000,125.13,1.20282610,1.40810,98.54,1.46332056,0.42826,138.24,1.07379214,0.00000,236.86,1.09769210,1.09769,1.07957677,1.07957677
2017-03-10,843.25,1.08545943,0.00000,124.00,1.19196387,1.40359,99.12,1.47193359,0.43332,138.79,1.07806422,0.00000,237.69,1.10153862,1.10154,1.08545943,1.08545943
2017-03-13,845.54,1.08840717,0.00000,124.43,1.19609730,1.44725,101.85,1.51247407,0.45752,139.60,1.08435607,0.00000,237.81,1.10209472,1.10209,1.08840717,1.08840717
2017-03-14,845.62,1.08851017,0.00000,124.68,1.19850045,1.44916,101.78,1.51143458,0.45689,139.32,1.08218115,0.00000,236.90,1.09787745,1.09788,1.08851017,1.08851017
2017-03-15,847.20,1.09054402,0.00000,126.88,1.21964817,1.48589,102.55,1.52286915,0.46383,139.72,1.08528814,0.00000,238.95,1.10737788,1.10738,1.09054402,1.09054402
2017-03-16,848.78,1.09257787,0.00000,126.62,1.21714894,1.50107,103.81,1.54158009,0.47529,139.99,1.08738542,0.00000,238.48,1.10519973,1.10520,1.09257787,1.09257787
2017-03-17,852.12,1.09687719,0.00000,125.77,1.20897816,1.52345,106.07,1.57514116,0.49621,139.84,1.08622021,0.00000,237.03,1.09847993,1.09848,1.09687719,1.09687719
2017-03-20,848.40,1.09208872,0.00000,126.51,1.21609155,1.58124,109.45,1.62533417,0.52834,139.94,1.08699702,0.00000,236.77,1.09727503,1.09728,1.09208872,1.09208872
2017-03-21,830.46,1.06899575,0.00000,123.82,1.19023360,1.49757,105.91,1.57276521,0.49472,138.51,1.07588930,0.00000,233.73,1.08318657,1.08319,1.06899575,1.06899575
2017-03-22,829.59,1.06787586,0.00000,123.37,1.18590795,1.52256,108.07,1.60484119,0.51510,139.59,1.08427832,0.00000,234.28,1.08573547,1.08574,1.06787586,1.06787586
2017-03-23,817.58,1.05241618,0.00000,123.22,1.18446605,1.50691,107.09,1.59028812,0.50580,139.53,1.08381228,0.00000,234.03,1.08457688,1.08458,1.05241618,1.05241618
2017-03-24,814.43,1.04836136,0.00000,123.38,1.18600402,1.51422,107.47,1.59593120,0.50940,140.34,1.09010401,0.00000,233.86,1.08378905,1.08379,1.04836136,1.04836136
2017-03-27,819.51,1.05490053,0.00000,124.86,1.20023072,1.54351,108.25,1.60751419,0.51682,140.32,1.08994874,0.00000,233.62,1.08267678,1.08268,1.05490053,1.05490053
2017-03-28,820.92,1.05671549,0.00000,124.43,1.19609730,1.53024,107.69,1.59919822,0.51149,141.76,1.10113398,0.00000,235.32,1.09055524,1.09056,1.05671549,1.05671549
2017-03-29,831.41,1.07021856,0.00000,124.09,1.19282897,1.52110,107.34,1.59400063,0.50817,142.65,1.10804713,0.00000,235.54,1.09157473,1.09157,1.07021856,1.07021856
2017-03-30,831.50,1.07033444,0.00000,124.34,1.19523212,1.55341,109.40,1.62459174,0.52786,142.41,1.10618299,0.00000,236.29,1.09505049,1.09505,1.07033444,1.07033444
2017-03-31,829.56,1.06783721,0.00000,124.43,1.19609730,1.54786,108.93,1.61761221,0.52333,142.05,1.10338665,0.00000,235.74,1.09250165,1.09250,1.06783721,1.06783721
2017-04-03,838.55,1.07940942,0.00000,124.05,1.19244453,1.53534,108.38,1.60944466,0.51806,142.28,1.10517316,0.00000,235.33,1.09060155,1.09060,1.07940942,1.07940942
2017-04-04,834.57,1.07428626,0.00000,124.77,1.19936555,1.43596,100.78,1.49658456,0.44795,141.73,1.10090096,0.00000,235.48,1.09129668,1.09130,1.07428626,1.07428626
